Order ID	Customer	Employee	Order Date	Required Date	Shipped Date	Ship Via	Freight	Ship Name	Ship Address	Ship City	Ship Region	Ship Postal Code	Ship Country
10672	Berglunds snabbköp	Dodsworth, Anne	17-Sep-1997	01-Oct-1997	26-Sep-1997	United Package	$95.75	Berglunds snabbköp	Berguvsvägen  8	Luleå		S-958 22	Sweden
10673	Wilman Kala	Fuller, Andrew	18-Sep-1997	16-Oct-1997	19-Sep-1997	Speedy Express	$22.76	Wilman Kala	Keskuskatu 45	Helsinki		21240	Finland
10674	Island Trading	Peacock, Margaret	18-Sep-1997	16-Oct-1997	30-Sep-1997	United Package	$0.90	Island Trading	Garden House, Crowther Way	Cowes	Isle of Wight	PO31 7PJ	UK
10675	Frankenversand	Buchanan, Steven	19-Sep-1997	17-Oct-1997	23-Sep-1997	United Package	$31.85	Frankenversand	Berliner Platz 43	München		80805	Germany
10676	Tortuga Restaurante	Fuller, Andrew	22-Sep-1997	20-Oct-1997	29-Sep-1997	United Package	$2.01	Tortuga Restaurante	Avda. Azteca 123	México D.F.		05033	Mexico
10677	Antonio Moreno Taquería	Davolio, Nancy	22-Sep-1997	20-Oct-1997	26-Sep-1997	Federal Shipping	$4.03	Antonio Moreno Taquería	Mataderos  2312	México D.F.		05023	Mexico
10678	Save-a-lot Markets	King, Robert	23-Sep-1997	21-Oct-1997	16-Oct-1997	Federal Shipping	$388.98	Save-a-lot Markets	187 Suffolk Ln.	Boise	ID	83720	USA
10679	Blondel père et fils	Callahan, Laura	23-Sep-1997	21-Oct-1997	30-Sep-1997	Federal Shipping	$27.94	Blondel père et fils	24, place Kléber	Strasbourg		67000	France
10680	Old World Delicatessen	Davolio, Nancy	24-Sep-1997	22-Oct-1997	26-Sep-1997	Speedy Express	$26.61	Old World Delicatessen	2743 Bering St.	Anchorage	AK	99508	USA
10681	Great Lakes Food Market	Leverling, Janet	25-Sep-1997	23-Oct-1997	30-Sep-1997	Federal Shipping	$76.13	Great Lakes Food Market	2732 Baker Blvd.	Eugene	OR	97403	USA
10682	Antonio Moreno Taquería	Leverling, Janet	25-Sep-1997	23-Oct-1997	01-Oct-1997	United Package	$36.13	Antonio Moreno Taquería	Mataderos  2312	México D.F.		05023	Mexico
10683	Du monde entier	Fuller, Andrew	26-Sep-1997	24-Oct-1997	01-Oct-1997	Speedy Express	$4.40	Du monde entier	67, rue des Cinquante Otages	Nantes		44000	France
10684	Ottilies Käseladen	Leverling, Janet	26-Sep-1997	24-Oct-1997	30-Sep-1997	Speedy Express	$145.63	Ottilies Käseladen	Mehrheimerstr. 369	Köln		50739	Germany
10685	Gourmet Lanchonetes	Peacock, Margaret	29-Sep-1997	13-Oct-1997	03-Oct-1997	United Package	$33.75	Gourmet Lanchonetes	Av. Brasil, 442	Campinas	SP	04876-786	Brazil
10686	Piccolo und mehr	Fuller, Andrew	30-Sep-1997	28-Oct-1997	08-Oct-1997	Speedy Express	$96.50	Piccolo und mehr	Geislweg 14	Salzburg		5020	Austria
10687	Hungry Owl All-Night Grocers	Dodsworth, Anne	30-Sep-1997	28-Oct-1997	30-Oct-1997	United Package	$296.43	Hungry Owl All-Night Grocers	8 Johnstown Road	Cork	Co. Cork		Ireland
10688	Vaffeljernet	Peacock, Margaret	01-Oct-1997	15-Oct-1997	07-Oct-1997	United Package	$299.09	Vaffeljernet	Smagsløget 45	Århus		8200	Denmark
10689	Berglunds snabbköp	Davolio, Nancy	01-Oct-1997	29-Oct-1997	07-Oct-1997	United Package	$13.42	Berglunds snabbköp	Berguvsvägen  8	Luleå		S-958 22	Sweden
10690	Hanari Carnes	Davolio, Nancy	02-Oct-1997	30-Oct-1997	03-Oct-1997	Speedy Express	$15.80	Hanari Carnes	Rua do Paço, 67	Rio de Janeiro	RJ	05454-876	Brazil
10691	QUICK-Stop	Fuller, Andrew	03-Oct-1997	14-Nov-1997	22-Oct-1997	United Package	$810.05	QUICK-Stop	Taucherstraße 10	Cunewalde		01307	Germany
10692	Alfreds Futterkiste	Peacock, Margaret	03-Oct-1997	31-Oct-1997	13-Oct-1997	United Package	$61.02	Alfreds Futterkiste	Obere Str. 57	Berlin		12209	Germany
10693	White Clover Markets	Leverling, Janet	06-Oct-1997	20-Oct-1997	10-Oct-1997	Federal Shipping	$139.34	White Clover Markets	1029 - 12th Ave. S.	Seattle	WA	98124	USA
10694	QUICK-Stop	Callahan, Laura	06-Oct-1997	03-Nov-1997	09-Oct-1997	Federal Shipping	$398.36	QUICK-Stop	Taucherstraße 10	Cunewalde		01307	Germany
10695	Wilman Kala	King, Robert	07-Oct-1997	18-Nov-1997	14-Oct-1997	Speedy Express	$16.72	Wilman Kala	Keskuskatu 45	Helsinki		21240	Finland
10696	White Clover Markets	Callahan, Laura	08-Oct-1997	19-Nov-1997	14-Oct-1997	Federal Shipping	$102.55	White Clover Markets	1029 - 12th Ave. S.	Seattle	WA	98124	USA
10697	LINO-Delicateses	Leverling, Janet	08-Oct-1997	05-Nov-1997	14-Oct-1997	Speedy Express	$45.52	LINO-Delicateses	Ave. 5 de Mayo Porlamar	I. de Margarita	Nueva Esparta	4980	Venezuela
10698	Ernst Handel	Peacock, Margaret	09-Oct-1997	06-Nov-1997	17-Oct-1997	Speedy Express	$272.47	Ernst Handel	Kirchgasse 6	Graz		8010	Austria
10699	Morgenstern Gesundkost	Leverling, Janet	09-Oct-1997	06-Nov-1997	13-Oct-1997	Federal Shipping	$0.58	Morgenstern Gesundkost	Heerstr. 22	Leipzig		04179	Germany
10700	Save-a-lot Markets	Leverling, Janet	10-Oct-1997	07-Nov-1997	16-Oct-1997	Speedy Express	$65.10	Save-a-lot Markets	187 Suffolk Ln.	Boise	ID	83720	USA
10701	Hungry Owl All-Night Grocers	Suyama, Michael	13-Oct-1997	27-Oct-1997	15-Oct-1997	Federal Shipping	$220.31	Hungry Owl All-Night Grocers	8 Johnstown Road	Cork	Co. Cork		Ireland
10702	Alfreds Futterkiste	Peacock, Margaret	13-Oct-1997	24-Nov-1997	21-Oct-1997	Speedy Express	$23.94	Alfreds Futterkiste	Obere Str. 57	Berlin		12209	Germany
10703	Folk och fä HB	Suyama, Michael	14-Oct-1997	11-Nov-1997	20-Oct-1997	United Package	$152.30	Folk och fä HB	Åkergatan 24	Bräcke		S-844 67	Sweden
10704	Queen Cozinha	Suyama, Michael	14-Oct-1997	11-Nov-1997	07-Nov-1997	Speedy Express	$4.78	Queen Cozinha	Alameda dos Canàrios, 891	São Paulo	SP	05487-020	Brazil
10705	HILARIÓN-Abastos	Dodsworth, Anne	15-Oct-1997	12-Nov-1997	18-Nov-1997	United Package	$3.52	HILARIÓN-Abastos	Carrera 22 con Ave. Carlos Soublette #8-35	San Cristóbal	Táchira	5022	Venezuela
10706	Old World Delicatessen	Callahan, Laura	16-Oct-1997	13-Nov-1997	21-Oct-1997	Federal Shipping	$135.63	Old World Delicatessen	2743 Bering St.	Anchorage	AK	99508	USA
10707	Around the Horn	Peacock, Margaret	16-Oct-1997	30-Oct-1997	23-Oct-1997	Federal Shipping	$21.74	Around the Horn	Brook Farm, Stratford St. Mary	Colchester	Essex	CO7 6JX	UK
10708	The Big Cheese	Suyama, Michael	17-Oct-1997	28-Nov-1997	05-Nov-1997	United Package	$2.96	The Big Cheese	89 Jefferson Way, Suite 2	Portland	OR	97201	USA
10709	Gourmet Lanchonetes	Davolio, Nancy	17-Oct-1997	14-Nov-1997	20-Nov-1997	Federal Shipping	$210.80	Gourmet Lanchonetes	Av. Brasil, 442	Campinas	SP	04876-786	Brazil
10710	Franchi S.p.A.	Davolio, Nancy	20-Oct-1997	17-Nov-1997	23-Oct-1997	Speedy Express	$4.98	Franchi S.p.A.	Via Monte Bianco 34	Torino		10100	Italy
10711	Save-a-lot Markets	Buchanan, Steven	21-Oct-1997	02-Dec-1997	29-Oct-1997	United Package	$52.41	Save-a-lot Markets	187 Suffolk Ln.	Boise	ID	83720	USA
10712	Hungry Owl All-Night Grocers	Leverling, Janet	21-Oct-1997	18-Nov-1997	31-Oct-1997	Speedy Express	$89.93	Hungry Owl All-Night Grocers	8 Johnstown Road	Cork	Co. Cork		Ireland
10713	Save-a-lot Markets	Davolio, Nancy	22-Oct-1997	19-Nov-1997	24-Oct-1997	Speedy Express	$167.05	Save-a-lot Markets	187 Suffolk Ln.	Boise	ID	83720	USA
10714	Save-a-lot Markets	Buchanan, Steven	22-Oct-1997	19-Nov-1997	27-Oct-1997	Federal Shipping	$24.49	Save-a-lot Markets	187 Suffolk Ln.	Boise	ID	83720	USA
10715	Bon app'	Leverling, Janet	23-Oct-1997	06-Nov-1997	29-Oct-1997	Speedy Express	$63.20	Bon app'	12, rue des Bouchers	Marseille		13008	France
10716	Rancho grande	Peacock, Margaret	24-Oct-1997	21-Nov-1997	27-Oct-1997	United Package	$22.57	Rancho grande	Av. del Libertador 900	Buenos Aires		1010	Argentina
10717	Frankenversand	Davolio, Nancy	24-Oct-1997	21-Nov-1997	29-Oct-1997	United Package	$59.25	Frankenversand	Berliner Platz 43	München		80805	Germany
10718	Königlich Essen	Davolio, Nancy	27-Oct-1997	24-Nov-1997	29-Oct-1997	Federal Shipping	$170.88	Königlich Essen	Maubelstr. 90	Brandenburg		14776	Germany
10719	Let's Stop N Shop	Callahan, Laura	27-Oct-1997	24-Nov-1997	05-Nov-1997	United Package	$51.44	Let's Stop N Shop	87 Polk St., Suite 5	San Francisco	CA	94117	USA
10720	Que Delícia	Callahan, Laura	28-Oct-1997	11-Nov-1997	05-Nov-1997	United Package	$9.53	Que Delícia	Rua da Panificadora, 12	Rio de Janeiro	RJ	02389-673	Brazil
10721	QUICK-Stop	Buchanan, Steven	29-Oct-1997	26-Nov-1997	31-Oct-1997	Federal Shipping	$48.92	QUICK-Stop	Taucherstraße 10	Cunewalde		01307	Germany
10722	Save-a-lot Markets	Callahan, Laura	29-Oct-1997	10-Dec-1997	04-Nov-1997	Speedy Express	$74.58	Save-a-lot Markets	187 Suffolk Ln.	Boise	ID	83720	USA
10723	White Clover Markets	Leverling, Janet	30-Oct-1997	27-Nov-1997	25-Nov-1997	Speedy Express	$21.72	White Clover Markets	1029 - 12th Ave. S.	Seattle	WA	98124	USA
10724	Mère Paillarde	Callahan, Laura	30-Oct-1997	11-Dec-1997	05-Nov-1997	United Package	$57.75	Mère Paillarde	43 rue St. Laurent	Montréal	Québec	H1J 1C3	Canada
10725	Familia Arquibaldo	Peacock, Margaret	31-Oct-1997	28-Nov-1997	05-Nov-1997	Federal Shipping	$10.83	Familia Arquibaldo	Rua Orós, 92	São Paulo	SP	05442-030	Brazil
10726	Eastern Connection	Peacock, Margaret	03-Nov-1997	17-Nov-1997	05-Dec-1997	Speedy Express	$16.56	Eastern Connection	35 King George	London		WX3 6FW	UK
10727	Reggiani Caseifici	Fuller, Andrew	03-Nov-1997	01-Dec-1997	05-Dec-1997	Speedy Express	$89.90	Reggiani Caseifici	Strada Provinciale 124	Reggio Emilia		42100	Italy
10728	Queen Cozinha	Peacock, Margaret	04-Nov-1997	02-Dec-1997	11-Nov-1997	United Package	$58.33	Queen Cozinha	Alameda dos Canàrios, 891	São Paulo	SP	05487-020	Brazil
10729	LINO-Delicateses	Callahan, Laura	04-Nov-1997	16-Dec-1997	14-Nov-1997	Federal Shipping	$141.06	LINO-Delicateses	Ave. 5 de Mayo Porlamar	I. de Margarita	Nueva Esparta	4980	Venezuela
10730	Bon app'	Buchanan, Steven	05-Nov-1997	03-Dec-1997	14-Nov-1997	Speedy Express	$20.12	Bon app'	12, rue des Bouchers	Marseille		13008	France
10731	Chop-suey Chinese	King, Robert	06-Nov-1997	04-Dec-1997	14-Nov-1997	Speedy Express	$96.65	Chop-suey Chinese	Hauptstr. 31	Bern		3012	Switzerland
10732	Bon app'	Leverling, Janet	06-Nov-1997	04-Dec-1997	07-Nov-1997	Speedy Express	$16.97	Bon app'	12, rue des Bouchers	Marseille		13008	France
10733	Berglunds snabbköp	Davolio, Nancy	07-Nov-1997	05-Dec-1997	10-Nov-1997	Federal Shipping	$110.11	Berglunds snabbköp	Berguvsvägen  8	Luleå		S-958 22	Sweden
10734	Gourmet Lanchonetes	Fuller, Andrew	07-Nov-1997	05-Dec-1997	12-Nov-1997	Federal Shipping	$1.63	Gourmet Lanchonetes	Av. Brasil, 442	Campinas	SP	04876-786	Brazil
10735	Let's Stop N Shop	Suyama, Michael	10-Nov-1997	08-Dec-1997	21-Nov-1997	United Package	$45.97	Let's Stop N Shop	87 Polk St., Suite 5	San Francisco	CA	94117	USA
10736	Hungry Owl All-Night Grocers	Dodsworth, Anne	11-Nov-1997	09-Dec-1997	21-Nov-1997	United Package	$44.10	Hungry Owl All-Night Grocers	8 Johnstown Road	Cork	Co. Cork		Ireland
10737	Vins et alcools Chevalier	Fuller, Andrew	11-Nov-1997	09-Dec-1997	18-Nov-1997	United Package	$7.79	Vins et alcools Chevalier	59 rue de l'Abbaye	Reims		51100	France
10738	Spécialités du monde	Fuller, Andrew	12-Nov-1997	10-Dec-1997	18-Nov-1997	Speedy Express	$2.91	Spécialités du monde	25, rue Lauriston	Paris		75016	France
10739	Vins et alcools Chevalier	Leverling, Janet	12-Nov-1997	10-Dec-1997	17-Nov-1997	Federal Shipping	$11.08	Vins et alcools Chevalier	59 rue de l'Abbaye	Reims		51100	France
10740	White Clover Markets	Peacock, Margaret	13-Nov-1997	11-Dec-1997	25-Nov-1997	United Package	$81.88	White Clover Markets	1029 - 12th Ave. S.	Seattle	WA	98124	USA
10741	Around the Horn	Peacock, Margaret	14-Nov-1997	28-Nov-1997	18-Nov-1997	Federal Shipping	$10.96	Around the Horn	Brook Farm, Stratford St. Mary	Colchester	Essex	CO7 6JX	UK
10742	Bottom-Dollar Markets	Leverling, Janet	14-Nov-1997	12-Dec-1997	18-Nov-1997	Federal Shipping	$243.73	Bottom-Dollar Markets	23 Tsawassen Blvd.	Tsawassen	BC	T2F 8M4	Canada
10743	Around the Horn	Davolio, Nancy	17-Nov-1997	15-Dec-1997	21-Nov-1997	United Package	$23.72	Around the Horn	Brook Farm, Stratford St. Mary	Colchester	Essex	CO7 6JX	UK
10744	Vaffeljernet	Suyama, Michael	17-Nov-1997	15-Dec-1997	24-Nov-1997	Speedy Express	$69.19	Vaffeljernet	Smagsløget 45	Århus		8200	Denmark
10745	QUICK-Stop	Dodsworth, Anne	18-Nov-1997	16-Dec-1997	27-Nov-1997	Speedy Express	$3.52	QUICK-Stop	Taucherstraße 10	Cunewalde		01307	Germany
10746	Chop-suey Chinese	Davolio, Nancy	19-Nov-1997	17-Dec-1997	21-Nov-1997	Federal Shipping	$31.43	Chop-suey Chinese	Hauptstr. 31	Bern		3012	Switzerland
10747	Piccolo und mehr	Suyama, Michael	19-Nov-1997	17-Dec-1997	26-Nov-1997	Speedy Express	$117.33	Piccolo und mehr	Geislweg 14	Salzburg		5020	Austria
10748	Save-a-lot Markets	Leverling, Janet	20-Nov-1997	18-Dec-1997	28-Nov-1997	Speedy Express	$232.55	Save-a-lot Markets	187 Suffolk Ln.	Boise	ID	83720	USA
10749	Island Trading	Peacock, Margaret	20-Nov-1997	18-Dec-1997	19-Dec-1997	United Package	$61.53	Island Trading	Garden House, Crowther Way	Cowes	Isle of Wight	PO31 7PJ	UK
10750	Wartian Herkku	Dodsworth, Anne	21-Nov-1997	19-Dec-1997	24-Nov-1997	Speedy Express	$79.30	Wartian Herkku	Torikatu 38	Oulu		90110	Finland
10751	Richter Supermarkt	Leverling, Janet	24-Nov-1997	22-Dec-1997	03-Dec-1997	Federal Shipping	$130.79	Richter Supermarkt	Starenweg 5	Genève		1204	Switzerland
10752	North/South	Fuller, Andrew	24-Nov-1997	22-Dec-1997	28-Nov-1997	Federal Shipping	$1.39	North/South	South House, 300 Queensbridge	London		SW7 1RZ	UK
10753	Franchi S.p.A.	Leverling, Janet	25-Nov-1997	23-Dec-1997	27-Nov-1997	Speedy Express	$7.70	Franchi S.p.A.	Via Monte Bianco 34	Torino		10100	Italy
10754	Magazzini Alimentari Riuniti	Suyama, Michael	25-Nov-1997	23-Dec-1997	27-Nov-1997	Federal Shipping	$2.38	Magazzini Alimentari Riuniti	Via Ludovico il Moro 22	Bergamo		24100	Italy
10755	Bon app'	Peacock, Margaret	26-Nov-1997	24-Dec-1997	28-Nov-1997	United Package	$16.71	Bon app'	12, rue des Bouchers	Marseille		13008	France
10756	Split Rail Beer & Ale	Callahan, Laura	27-Nov-1997	25-Dec-1997	02-Dec-1997	United Package	$73.21	Split Rail Beer & Ale	P.O. Box 555	Lander	WY	82520	USA
10757	Save-a-lot Markets	Suyama, Michael	27-Nov-1997	25-Dec-1997	15-Dec-1997	Speedy Express	$8.19	Save-a-lot Markets	187 Suffolk Ln.	Boise	ID	83720	USA
10758	Richter Supermarkt	Leverling, Janet	28-Nov-1997	26-Dec-1997	04-Dec-1997	Federal Shipping	$138.17	Richter Supermarkt	Starenweg 5	Genève		1204	Switzerland
10759	Ana Trujillo Emparedados y helados	Leverling, Janet	28-Nov-1997	26-Dec-1997	12-Dec-1997	Federal Shipping	$11.99	Ana Trujillo Emparedados y helados	Avda. de la Constitución 2222	México D.F.		05021	Mexico
10760	Maison Dewey	Peacock, Margaret	01-Dec-1997	29-Dec-1997	10-Dec-1997	Speedy Express	$155.64	Maison Dewey	Rue Joseph-Bens 532	Bruxelles		B-1180	Belgium
10761	Rattlesnake Canyon Grocery	Buchanan, Steven	02-Dec-1997	30-Dec-1997	08-Dec-1997	United Package	$18.66	Rattlesnake Canyon Grocery	2817 Milton Dr.	Albuquerque	NM	87110	USA
10762	Folk och fä HB	Leverling, Janet	02-Dec-1997	30-Dec-1997	09-Dec-1997	Speedy Express	$328.74	Folk och fä HB	Åkergatan 24	Bräcke		S-844 67	Sweden
10763	Folies gourmandes	Leverling, Janet	03-Dec-1997	31-Dec-1997	08-Dec-1997	Federal Shipping	$37.35	Folies gourmandes	184, chaussée de Tournai	Lille		59000	France
10764	Ernst Handel	Suyama, Michael	03-Dec-1997	31-Dec-1997	08-Dec-1997	Federal Shipping	$145.45	Ernst Handel	Kirchgasse 6	Graz		8010	Austria
10765	QUICK-Stop	Leverling, Janet	04-Dec-1997	01-Jan-1998	09-Dec-1997	Federal Shipping	$42.74	QUICK-Stop	Taucherstraße 10	Cunewalde		01307	Germany
10766	Ottilies Käseladen	Peacock, Margaret	05-Dec-1997	02-Jan-1998	09-Dec-1997	Speedy Express	$157.55	Ottilies Käseladen	Mehrheimerstr. 369	Köln		50739	Germany
10767	Suprêmes délices	Peacock, Margaret	05-Dec-1997	02-Jan-1998	15-Dec-1997	Federal Shipping	$1.59	Suprêmes délices	Boulevard Tirou, 255	Charleroi		B-6000	Belgium
10768	Around the Horn	Leverling, Janet	08-Dec-1997	05-Jan-1998	15-Dec-1997	United Package	$146.32	Around the Horn	Brook Farm, Stratford St. Mary	Colchester	Essex	CO7 6JX	UK
10769	Vaffeljernet	Leverling, Janet	08-Dec-1997	05-Jan-1998	12-Dec-1997	Speedy Express	$65.06	Vaffeljernet	Smagsløget 45	Århus		8200	Denmark
10770	Hanari Carnes	Callahan, Laura	09-Dec-1997	06-Jan-1998	17-Dec-1997	Federal Shipping	$5.32	Hanari Carnes	Rua do Paço, 67	Rio de Janeiro	RJ	05454-876	Brazil
10771	Ernst Handel	Dodsworth, Anne	10-Dec-1997	07-Jan-1998	02-Jan-1998	United Package	$11.19	Ernst Handel	Kirchgasse 6	Graz		8010	Austria
10772	Lehmanns Marktstand	Leverling, Janet	10-Dec-1997	07-Jan-1998	19-Dec-1997	United Package	$91.28	Lehmanns Marktstand	Magazinweg 7	Frankfurt a.M.		60528	Germany
10773	Ernst Handel	Davolio, Nancy	11-Dec-1997	08-Jan-1998	16-Dec-1997	Federal Shipping	$96.43	Ernst Handel	Kirchgasse 6	Graz		8010	Austria
10774	Folk och fä HB	Peacock, Margaret	11-Dec-1997	25-Dec-1997	12-Dec-1997	Speedy Express	$48.20	Folk och fä HB	Åkergatan 24	Bräcke		S-844 67	Sweden
10775	The Cracker Box	King, Robert	12-Dec-1997	09-Jan-1998	26-Dec-1997	Speedy Express	$20.25	The Cracker Box	55 Grizzly Peak Rd.	Butte	MT	59801	USA
10776	Ernst Handel	Davolio, Nancy	15-Dec-1997	12-Jan-1998	18-Dec-1997	Federal Shipping	$351.53	Ernst Handel	Kirchgasse 6	Graz		8010	Austria
10777	Gourmet Lanchonetes	King, Robert	15-Dec-1997	29-Dec-1997	21-Jan-1998	United Package	$3.01	Gourmet Lanchonetes	Av. Brasil, 442	Campinas	SP	04876-786	Brazil
10778	Berglunds snabbköp	Leverling, Janet	16-Dec-1997	13-Jan-1998	24-Dec-1997	Speedy Express	$6.79	Berglunds snabbköp	Berguvsvägen  8	Luleå		S-958 22	Sweden
10779	Morgenstern Gesundkost	Leverling, Janet	16-Dec-1997	13-Jan-1998	14-Jan-1998	United Package	$58.13	Morgenstern Gesundkost	Heerstr. 22	Leipzig		04179	Germany
10780	LILA-Supermercado	Fuller, Andrew	16-Dec-1997	30-Dec-1997	25-Dec-1997	Speedy Express	$42.13	LILA-Supermercado	Carrera 52 con Ave. Bolívar #65-98 Llano Largo	Barquisimeto	Lara	3508	Venezuela
10781	Wartian Herkku	Fuller, Andrew	17-Dec-1997	14-Jan-1998	19-Dec-1997	Federal Shipping	$73.16	Wartian Herkku	Torikatu 38	Oulu		90110	Finland
10782	Cactus Comidas para llevar	Dodsworth, Anne	17-Dec-1997	14-Jan-1998	22-Dec-1997	Federal Shipping	$1.10	Cactus Comidas para llevar	Cerrito 333	Buenos Aires		1010	Argentina
10783	Hanari Carnes	Peacock, Margaret	18-Dec-1997	15-Jan-1998	19-Dec-1997	United Package	$124.98	Hanari Carnes	Rua do Paço, 67	Rio de Janeiro	RJ	05454-876	Brazil
10784	Magazzini Alimentari Riuniti	Peacock, Margaret	18-Dec-1997	15-Jan-1998	22-Dec-1997	Federal Shipping	$70.09	Magazzini Alimentari Riuniti	Via Ludovico il Moro 22	Bergamo		24100	Italy
10785	GROSELLA-Restaurante	Davolio, Nancy	18-Dec-1997	15-Jan-1998	24-Dec-1997	Federal Shipping	$1.51	GROSELLA-Restaurante	5ª Ave. Los Palos Grandes	Caracas	DF	1081	Venezuela
10786	Queen Cozinha	Callahan, Laura	19-Dec-1997	16-Jan-1998	23-Dec-1997	Speedy Express	$110.87	Queen Cozinha	Alameda dos Canàrios, 891	São Paulo	SP	05487-020	Brazil
10787	La maison d'Asie	Fuller, Andrew	19-Dec-1997	02-Jan-1998	26-Dec-1997	Speedy Express	$249.93	La maison d'Asie	1 rue Alsace-Lorraine	Toulouse		31000	France
10788	QUICK-Stop	Davolio, Nancy	22-Dec-1997	19-Jan-1998	19-Jan-1998	United Package	$42.70	QUICK-Stop	Taucherstraße 10	Cunewalde		01307	Germany
10789	Folies gourmandes	Davolio, Nancy	22-Dec-1997	19-Jan-1998	31-Dec-1997	United Package	$100.60	Folies gourmandes	184, chaussée de Tournai	Lille		59000	France
10790	Gourmet Lanchonetes	Suyama, Michael	22-Dec-1997	19-Jan-1998	26-Dec-1997	Speedy Express	$28.23	Gourmet Lanchonetes	Av. Brasil, 442	Campinas	SP	04876-786	Brazil
10791	Frankenversand	Suyama, Michael	23-Dec-1997	20-Jan-1998	01-Jan-1998	United Package	$16.85	Frankenversand	Berliner Platz 43	München		80805	Germany
10792	Wolski  Zajazd	Davolio, Nancy	23-Dec-1997	20-Jan-1998	31-Dec-1997	Federal Shipping	$23.79	Wolski Zajazd	ul. Filtrowa 68	Warszawa		01-012	Poland
10793	Around the Horn	Leverling, Janet	24-Dec-1997	21-Jan-1998	08-Jan-1998	Federal Shipping	$4.52	Around the Horn	Brook Farm, Stratford St. Mary	Colchester	Essex	CO7 6JX	UK
10794	Que Delícia	Suyama, Michael	24-Dec-1997	21-Jan-1998	02-Jan-1998	Speedy Express	$21.49	Que Delícia	Rua da Panificadora, 12	Rio de Janeiro	RJ	02389-673	Brazil
10795	Ernst Handel	Callahan, Laura	24-Dec-1997	21-Jan-1998	20-Jan-1998	United Package	$126.66	Ernst Handel	Kirchgasse 6	Graz		8010	Austria
10796	HILARIÓN-Abastos	Leverling, Janet	25-Dec-1997	22-Jan-1998	14-Jan-1998	Speedy Express	$26.52	HILARIÓN-Abastos	Carrera 22 con Ave. Carlos Soublette #8-35	San Cristóbal	Táchira	5022	Venezuela
10797	Drachenblut Delikatessen	King, Robert	25-Dec-1997	22-Jan-1998	05-Jan-1998	United Package	$33.35	Drachenblut Delikatessen	Walserweg 21	Aachen		52066	Germany
10798	Island Trading	Fuller, Andrew	26-Dec-1997	23-Jan-1998	05-Jan-1998	Speedy Express	$2.33	Island Trading	Garden House, Crowther Way	Cowes	Isle of Wight	PO31 7PJ	UK
10799	Königlich Essen	Dodsworth, Anne	26-Dec-1997	06-Feb-1998	05-Jan-1998	Federal Shipping	$30.76	Königlich Essen	Maubelstr. 90	Brandenburg		14776	Germany
10800	Seven Seas Imports	Davolio, Nancy	26-Dec-1997	23-Jan-1998	05-Jan-1998	Federal Shipping	$137.44	Seven Seas Imports	90 Wadhurst Rd.	London		OX15 4NB	UK
10801	Bólido Comidas preparadas	Peacock, Margaret	29-Dec-1997	26-Jan-1998	31-Dec-1997	United Package	$97.09	Bólido Comidas preparadas	C/ Araquil, 67	Madrid		28023	Spain
10802	Simons bistro	Peacock, Margaret	29-Dec-1997	26-Jan-1998	02-Jan-1998	United Package	$257.26	Simons bistro	Vinbæltet 34	København		1734	Denmark
10803	Wellington Importadora	Peacock, Margaret	30-Dec-1997	27-Jan-1998	06-Jan-1998	Speedy Express	$55.23	Wellington Importadora	Rua do Mercado, 12	Resende	SP	08737-363	Brazil
10804	Seven Seas Imports	Suyama, Michael	30-Dec-1997	27-Jan-1998	07-Jan-1998	United Package	$27.33	Seven Seas Imports	90 Wadhurst Rd.	London		OX15 4NB	UK
10805	The Big Cheese	Fuller, Andrew	30-Dec-1997	27-Jan-1998	09-Jan-1998	Federal Shipping	$237.34	The Big Cheese	89 Jefferson Way, Suite 2	Portland	OR	97201	USA
10806	Victuailles en stock	Leverling, Janet	31-Dec-1997	28-Jan-1998	05-Jan-1998	United Package	$22.11	Victuailles en stock	2, rue du Commerce	Lyon		69004	France
10807	Franchi S.p.A.	Peacock, Margaret	31-Dec-1997	28-Jan-1998	30-Jan-1998	Speedy Express	$1.36	Franchi S.p.A.	Via Monte Bianco 34	Torino		10100	Italy
10808	Old World Delicatessen	Fuller, Andrew	01-Jan-1998	29-Jan-1998	09-Jan-1998	Federal Shipping	$45.53	Old World Delicatessen	2743 Bering St.	Anchorage	AK	99508	USA
10809	Wellington Importadora	King, Robert	01-Jan-1998	29-Jan-1998	07-Jan-1998	Speedy Express	$4.87	Wellington Importadora	Rua do Mercado, 12	Resende	SP	08737-363	Brazil
10810	Laughing Bacchus Wine Cellars	Fuller, Andrew	01-Jan-1998	29-Jan-1998	07-Jan-1998	Federal Shipping	$4.33	Laughing Bacchus Wine Cellars	2319 Elm St.	Vancouver	BC	V3F 2K1	Canada
10811	LINO-Delicateses	Callahan, Laura	02-Jan-1998	30-Jan-1998	08-Jan-1998	Speedy Express	$31.22	LINO-Delicateses	Ave. 5 de Mayo Porlamar	I. de Margarita	Nueva Esparta	4980	Venezuela
10812	Reggiani Caseifici	Buchanan, Steven	02-Jan-1998	30-Jan-1998	12-Jan-1998	Speedy Express	$59.78	Reggiani Caseifici	Strada Provinciale 124	Reggio Emilia		42100	Italy
10813	Ricardo Adocicados	Davolio, Nancy	05-Jan-1998	02-Feb-1998	09-Jan-1998	Speedy Express	$47.38	Ricardo Adocicados	Av. Copacabana, 267	Rio de Janeiro	RJ	02389-890	Brazil
